,,,,,,,,,,,,data output,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,Instrumen,lagu ke,irama,gendhing,bagian,baris,gatra,note1,note2,note3,note4,kenong1,kenong2,kenong3,kenong4,kenong5,kenong6,kenong7,kenong8,kethuk1,kethuk2,kethuk3,kethuk4,kethuk5,kethuk6,kethuk7,kethuk8,kempul1,kempul2,kempul3,kempul4,GongKecil,GongBesar,kempyang1,kempyang2,kempyang3,kempyang4,kempyang5,kempyang6,kempyang7,kempyang8,BonangBarung1,BonangBarung2,BonangBarung3,BonangBarung4,BonangBarung5,BonangBarung6,BonangBarung7,BonangBarung8,BonangBarung9,BonangBarung10,BonangBarung11,BonangBarung12,BonangBarung13,BonangBarung14,BonangBarung15,BonangBarung16,BonangBarung17,BonangBarung18,BonangBarung19,BonangBarung20,BonangBarung21,BonangBarung22,BonangBarung23,BonangBarung24,BonangBarung25,BonangBarung26,BonangBarung27,BonangBarung28,BonangBarung29,BonangBarung30,BonangBarung31,BonangBarung32,BonangPenerus1,BonangPenerus2,BonangPenerus3,BonangPenerus4,BonangPenerus5,BonangPenerus6,BonangPenerus7,BonangPenerus8,BonangPenerus9,BonangPenerus10,BonangPenerus11,BonangPenerus12,BonangPenerus13,BonangPenerus14,BonangPenerus15,BonangPenerus16,BonangPenerus17,BonangPenerus18,BonangPenerus19,BonangPenerus20,BonangPenerus21,BonangPenerus22,BonangPenerus23,BonangPenerus24,BonangPenerus25,BonangPenerus26,BonangPenerus27,BonangPenerus28,BonangPenerus29,BonangPenerus30,BonangPenerus31,BonangPenerus32,BonangPenerus33,BonangPenerus34,BonangPenerus35,BonangPenerus36,BonangPenerus37,BonangPenerus38,BonangPenerus39,BonangPenerus40,BonangPenerus41,BonangPenerus42,BonangPenerus43,BonangPenerus44,BonangPenerus45,BonangPenerus46,BonangPenerus47,BonangPenerus48,BonangPenerus49,BonangPenerus50,BonangPenerus51,BonangPenerus52,BonangPenerus53,BonangPenerus54,BonangPenerus55,BonangPenerus56,BonangPenerus57,BonangPenerus58,BonangPenerus59,BonangPenerus60,BonangPenerus61,BonangPenerus62,BonangPenerus63,BonangPenerus64,Peking1,Peking2,Peking3,Peking4,Peking5,Peking6,Peking7,Peking8,Peking9,Peking10,Peking11,Peking12,Peking13,Peking14,Peking15,Peking16,Peking17,Peking18,Peking19,Peking20,Peking21,Peking22,Peking23,Peking24,Peking25,Peking26,Peking27,Peking28,Peking29,Peking30,Peking31,Peking32,Laras,Pathet
,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171
Sampak Manyura Slendro Manyura,0,1,1,0,lagu,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,0,1,0,1,0,1,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,2_,0,0,0,0,0,0,0,2_,0,0,0,0,0,0,0,2_,0,0,0,0,0,0,0,2_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2_,0,0,0,0,0,0,0,0,0,0,0,2_,0,0,0,0,0,0,0,2_,0,0,0,0,0,0,0,0,0,0,0,2_,0,0,0,0,0,0,0,0,0,0,0,2_,0,0,0,0,0,0,0,2_,0,0,0,3,0,0,0,2,0,0,0,3,0,0,0,2,0,0,0,3,0,0,0,2,0,0,0,3,0,0,0,2,0,0,0,0,2
,0,1,1,0,lagu,1,2,3,3,3,3,3,3,3,3,3,3,3,3,1,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,3_,0,0,0,0,0,0,0,3_,0,0,0,0,0,0,0,3_,0,0,0,0,0,0,0,3_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3_,0,0,0,0,0,0,0,0,0,0,0,3_,0,0,0,0,0,0,0,3_,0,0,0,0,0,0,0,0,0,0,0,3_,0,0,0,0,0,0,0,0,0,0,0,3_,0,0,0,0,0,0,0,3_,0,0,0,5,0,0,0,3,0,0,0,5,0,0,0,3,0,0,0,5,0,0,0,3,0,0,0,5,0,0,0,3,0,0,0,0,2
,0,1,1,0,lagu,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1_,0,0,0,0,0,0,0,1_,0,0,0,0,0,0,0,1_,0,0,0,0,0,0,0,1_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1_,0,0,0,0,0,0,0,0,0,0,0,1_,0,0,0,0,0,0,0,1_,0,0,0,0,0,0,0,0,0,0,0,1_,0,0,0,0,0,0,0,0,0,0,0,1_,0,0,0,0,0,0,0,1_,0,0,0,2,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,2
,0,1,1,0,lagu,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1_,0,0,0,0,0,0,0,1_,0,0,0,0,0,0,0,1_,0,0,0,0,0,0,0,1_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1_,0,0,0,0,0,0,0,0,0,0,0,1_,0,0,0,0,0,0,0,1_,0,0,0,0,0,0,0,0,0,0,0,1_,0,0,0,0,0,0,0,0,0,0,0,1_,0,0,0,0,0,0,0,1_,0,0,0,2,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,2
,0,1,1,0,lagu,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,1,0,1,0,1,0,6,6,6,6,0,0,0,0,0,0,0,0,0,0,2_,0,0,0,0,0,0,0,2_,0,0,0,0,0,0,0,2_,0,0,0,0,0,0,0,2_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2_,0,0,0,0,0,0,0,0,0,0,0,2_,0,0,0,0,0,0,0,2_,0,0,0,0,0,0,0,0,0,0,0,2_,0,0,0,0,0,0,0,0,0,0,0,2_,0,0,0,0,0,0,0,2_,0,0,0,3,0,0,0,2,0,0,0,3,0,0,0,2,0,0,0,3,0,0,0,2,0,0,0,3,0,0,0,2,0,0,0,0,2
,0,1,1,0,lagu,2,3,6,6,6,6,6,6,6,6,6,6,6,6,1,0,1,0,1,0,1,0,6,6,6,0,2,0,0,0,0,0,0,0,0,0,6_,0,0,0,0,0,0,0,6_,0,0,0,0,0,0,0,6_,0,0,0,0,0,0,0,6_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6_,0,0,0,0,0,0,0,0,0,0,0,6_,0,0,0,0,0,0,0,6_,0,0,0,0,0,0,0,0,0,0,0,6_,0,0,0,0,0,0,0,0,0,0,0,6_,0,0,0,0,0,0,0,6_,0,0,0,1',0,0,0,6,0,0,0,1',0,0,0,6,0,0,0,1',0,0,0,6,0,0,0,1',0,0,0,6,0,0,0,0,2
,0,1,1,0,lagu,3,1,6,6,6,6,6,6,6,6,6,6,6,6,1,0,1,0,1,0,1,0,6,6,6,6,0,0,0,0,0,0,0,0,0,0,6_,0,0,0,0,0,0,0,6_,0,0,0,0,0,0,0,6_,0,0,0,0,0,0,0,6_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6_,0,0,0,0,0,0,0,0,0,0,0,6_,0,0,0,0,0,0,0,6_,0,0,0,0,0,0,0,0,0,0,0,6_,0,0,0,0,0,0,0,0,0,0,0,6_,0,0,0,0,0,0,0,6_,0,0,0,1',0,0,0,6,0,0,0,1',0,0,0,6,0,0,0,1',0,0,0,6,0,0,0,1',0,0,0,6,0,0,0,0,2
,0,1,1,0,lagu,3,2,3,3,2,2,3,3,3,3,2,2,2,2,1,0,1,0,1,0,1,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,3_,0,0,0,0,0,0,0,3_,0,0,0,0,0,0,0,2_,0,0,0,0,0,0,0,2_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3_,0,0,0,0,0,0,0,0,0,0,0,3_,0,0,0,0,0,0,0,3_,0,0,0,0,0,0,0,0,0,0,0,2_,0,0,0,0,0,0,0,0,0,0,0,2_,0,0,0,0,0,0,0,2_,0,0,0,5,0,0,0,3,0,0,0,5,0,0,0,3,0,0,0,3,0,0,0,2,0,0,0,3,0,0,0,2,0,0,0,0,2
